,600820:207000,000541:89850,600256:13000,000027:30000,002939:500,601577:1000,601138:500,sh,total 
2016-05-17,8.83,9.74,4.32,6.45,9.09,11.51,19.83,2843.68,2978579.0
2016-05-16,8.89,9.84,4.29,6.47,9.09,11.51,19.83,2850.86,3000194.0
2016-05-13,8.85,9.32,4.23,6.46,9.09,11.51,19.83,2827.11,2944112.0
2016-05-12,8.93,9.36,4.28,6.55,9.09,11.51,19.83,2835.86,2967616.0
2016-05-11,8.77,9.28,4.32,6.44,9.09,11.51,19.83,2837.04,2924528.0
2016-05-10,8.8,9.34,4.32,6.48,9.09,11.51,19.83,2832.59,2937329.0
2016-05-09,8.87,9.06,4.33,6.44,9.09,11.51,19.83,2832.11,2925591.0
2016-05-06,9.19,9.28,4.5,6.73,9.09,11.51,19.83,2913.25,3022508.0
2016-05-05,9.56,9.79,4.7,6.92,9.09,11.51,19.83,2997.84,3153221.5
2016-05-04,9.5,9.42,4.75,6.9,9.09,11.51,19.83,2991.27,3107607.0
2016-05-03,9.33,9.52,4.7,6.93,9.09,11.51,19.83,2992.64,3081652.0
