,600820.SH:207000,000541.SZ:89850,600256.SH:13000,000027.SZ:30000,002939.SZ:500,601577.SH:1000,601138.SH:500,total 
20050713,3.0,10.58,3.51,6.77,9.09,11.51,19.83,1846313.0
20050712,3.0,10.75,3.53,6.64,9.09,11.51,19.83,1857947.5
20050711,2.88,10.6,3.49,6.41,9.09,11.51,19.83,1812210.0
20050708,2.92,10.48,3.54,6.38,9.09,11.51,19.83,1809458.0
20050707,3.05,10.58,3.57,6.4,9.09,11.51,19.83,1846343.0
20050706,3.07,10.57,3.56,6.65,9.09,11.51,19.83,1856954.5
20050705,3.07,10.66,3.6,6.75,9.09,11.51,19.83,1868561.0
20050704,3.04,10.63,3.59,6.8,9.09,11.51,19.83,1861025.5
20050701,3.17,10.49,3.7,6.65,9.09,11.51,19.83,1872286.5
20050630,3.28,10.75,3.8,6.73,9.09,11.51,19.83,1922117.5
20050629,3.35,10.82,3.86,6.96,9.09,11.51,19.83,1950577.0
20050628,3.37,11.19,3.89,7.09,9.09,11.51,19.83,1992251.5
20050627,3.46,11.52,3.97,6.98,9.09,11.51,19.83,2038272.0
20050624,3.4,11.35,3.86,6.76,9.09,11.51,19.83,2002547.5
20050623,3.37,11.35,3.87,6.5,9.09,11.51,19.83,1988667.5
20050622,3.44,11.44,3.87,6.66,9.09,11.51,19.83,2016044.0
20050621,3.37,11.34,3.93,6.57,9.09,11.51,19.83,1990649.0
20050620,3.4,11.58,3.98,6.73,9.09,11.51,19.83,2023873.0
20050617,3.34,10.9,3.89,6.4,9.09,11.51,19.83,1939285.0
20050616,3.33,10.95,3.94,6.17,9.09,11.51,19.83,1935457.5
20050615,3.3,10.87,3.91,5.95,9.09,11.51,19.83,1915069.5
20050614,3.41,11.12,4.03,6.19,9.09,11.51,19.83,1969062.0
20050613,3.42,11.89,4.06,6.2,9.09,11.51,19.83,2041006.5
20050610,3.42,11.5,4.13,6.27,9.09,11.51,19.83,2008975.0
20050609,3.54,11.72,4.28,6.51,9.09,11.51,19.83,2062732.0
20050608,3.57,11.61,4.34,6.4,9.09,11.51,19.83,2056538.5
20050607,3.33,10.57,4.0,5.86,9.09,11.51,19.83,1892794.5
20050606,3.31,10.63,3.8,5.84,9.09,11.51,19.83,1890845.5
20050603,3.27,9.77,3.8,5.67,9.09,11.51,19.83,1800194.5
20050602,3.27,9.74,3.8,5.66,9.09,11.51,19.83,1797199.0
20050601,3.3,10.35,3.84,5.91,9.09,11.51,19.83,1866237.5
20050531,3.37,10.72,3.89,6.25,9.09,11.51,19.83,1924822.0
20050530,3.39,10.7,3.88,6.27,9.09,11.51,19.83,1927635.0
20050527,3.32,11.29,3.86,6.32,9.09,11.51,19.83,1967396.5
20050526,3.29,11.29,3.91,6.43,9.09,11.51,19.83,1965136.5
20050525,3.32,11.67,3.93,6.69,9.09,11.51,19.83,2013549.5
20050524,3.33,11.77,3.89,6.64,9.09,11.51,19.83,2022584.5
20050523,3.27,11.63,3.88,6.79,9.09,11.51,19.83,2001955.5
20050520,3.36,11.85,3.88,6.95,9.09,11.51,19.83,2045152.5
20050519,3.3,11.79,3.98,7.0,9.09,11.51,19.83,2030141.5
20050518,3.25,11.8,3.94,6.99,9.09,11.51,19.83,2019870.0
20050517,3.24,11.91,3.94,7.15,9.09,11.51,19.83,2032483.5
20050516,3.19,11.67,3.86,7.02,9.09,11.51,19.83,1995629.5
20050513,3.21,11.56,3.95,7.08,9.09,11.51,19.83,1992856.0
20050512,3.17,11.54,4.0,7.08,9.09,11.51,19.83,1983429.0
20050511,3.19,11.79,4.06,7.15,9.09,11.51,19.83,2012911.5
20050510,3.2,11.98,4.04,7.31,9.09,11.51,19.83,2036593.0
20050509,3.16,11.76,3.98,7.35,9.09,11.51,19.83,2008966.0
20050429,3.27,12.21,3.98,7.5,9.09,11.51,19.83,2076668.5
20050428,3.33,12.69,4.03,7.6,9.09,11.51,19.83,2135866.5
20050426,3.28,12.68,4.02,7.39,9.09,11.51,19.83,2118188.0
20050425,3.21,12.6,3.96,7.2,9.09,11.51,19.83,2090030.0
20050422,3.28,12.73,4.02,7.15,9.09,11.51,19.83,2115480.5
20050421,3.32,12.96,4.02,6.96,9.09,11.51,19.83,2138726.0
20050420,3.4,12.85,4.01,7.17,9.09,11.51,19.83,2151572.5
20050419,3.48,12.91,4.07,7.35,9.09,11.51,19.83,2179703.5
20050418,3.44,13.05,4.02,7.25,9.09,11.51,19.83,2180352.5
20050415,3.49,12.95,4.14,7.45,9.09,11.51,19.83,2189277.5
20050414,3.59,13.26,4.32,7.59,9.09,11.51,19.83,2244371.0
20050413,3.66,13.38,4.28,7.48,9.09,11.51,19.83,2265823.0
20050412,3.57,13.07,4.2,7.33,9.09,11.51,19.83,2213799.5
20050411,3.65,13.3,4.38,7.46,9.09,11.51,19.83,2257265.0
20050408,3.67,13.6,4.29,7.45,9.09,11.51,19.83,2286890.0
20050407,3.63,13.5,4.27,7.26,9.09,11.51,19.83,2263665.0
20050406,3.55,13.79,4.18,7.19,9.09,11.51,19.83,2269891.5
20050405,3.49,13.52,4.26,6.86,9.09,11.51,19.83,2224352.0
20050404,3.49,13.35,4.36,6.95,9.09,11.51,19.83,2213077.5
20050401,3.61,13.39,4.52,7.19,9.09,11.51,19.83,2250791.5
20050331,3.47,13.17,4.4,6.85,9.09,11.51,19.83,2190284.5
20050330,3.4,12.96,4.37,6.64,9.09,11.51,19.83,2150236.0
20050329,3.51,12.97,4.39,6.7,9.09,11.51,19.83,2175964.5
20050328,3.55,12.83,4.33,6.69,9.09,11.51,19.83,2170585.5
20050325,3.61,12.95,4.53,6.84,9.09,11.51,19.83,2200887.5
20050324,3.63,12.9,4.62,6.9,9.09,11.51,19.83,2203505.0
20050323,3.61,12.43,4.57,6.84,9.09,11.51,19.83,2154685.5
20050322,3.61,12.68,4.53,6.79,9.09,11.51,19.83,2175128.0
20050321,3.73,13.3,4.61,7.05,9.09,11.51,19.83,2264515.0
20050318,3.73,13.29,4.65,7.1,9.09,11.51,19.83,2265636.5
20050317,3.75,13.35,4.87,7.04,9.09,11.51,19.83,2276227.5
20050316,3.76,13.8,5.05,7.15,9.09,11.51,19.83,2324370.0
20050315,3.8,13.59,5.11,7.31,9.09,11.51,19.83,2319361.5
20050314,3.86,13.99,5.2,7.54,9.09,11.51,19.83,2375791.5
20050311,3.91,14.29,5.06,7.53,9.09,11.51,19.83,2410976.5
20050310,3.93,14.52,5.14,7.6,9.09,11.51,19.83,2438922.0
20050309,4.04,14.76,5.31,7.9,9.09,11.51,19.83,2494466.0
20050308,4.04,14.69,5.42,7.97,9.09,11.51,19.83,2491706.5
20050307,3.96,14.39,5.28,7.69,9.09,11.51,19.83,2437971.5
20050304,3.95,14.35,5.18,7.7,9.09,11.51,19.83,2431307.5
20050303,3.98,14.23,5.29,7.59,9.09,11.51,19.83,2424865.5
20050302,3.96,14.22,5.1,7.48,9.09,11.51,19.83,2414057.0
20050301,3.99,14.27,5.2,7.41,9.09,11.51,19.83,2423959.5
20050228,3.98,14.63,5.28,7.41,9.09,11.51,19.83,2455275.5
20050225,4.07,14.98,5.51,7.67,9.09,11.51,19.83,2516143.0
20050224,4.05,14.96,5.62,7.67,9.09,11.51,19.83,2511636.0
20050223,4.07,15.2,5.73,7.6,9.09,11.51,19.83,2536670.0
20050222,4.06,15.26,5.5,7.49,9.09,11.51,19.83,2533701.0
20050221,4.0,15.08,5.3,7.24,9.09,11.51,19.83,2495008.0
20050218,3.96,15.02,5.24,7.16,9.09,11.51,19.83,2478157.0
20050217,3.85,15.12,5.3,7.23,9.09,11.51,19.83,2467252.0
20050216,3.81,15.28,5.15,7.32,9.09,11.51,19.83,2474098.0
20050204,3.8,15.22,5.19,7.28,9.09,11.51,19.83,2465957.0
20050203,3.69,14.93,5.01,7.18,9.09,11.51,19.83,2411790.5
20050202,3.8,15.05,5.25,7.37,9.09,11.51,19.83,2454162.5
20050201,3.6,14.5,4.84,7.03,9.09,11.51,19.83,2347815.0
20050131,3.71,14.5,4.94,6.84,9.09,11.51,19.83,2366185.0
20050128,3.84,14.74,5.14,6.84,9.09,11.51,19.83,2417259.0
20050127,3.9,14.79,5.19,6.9,9.09,11.51,19.83,2436621.5
20050126,3.97,14.85,5.45,6.89,9.09,11.51,19.83,2459582.5
20050125,3.98,15.01,5.5,7.09,9.09,11.51,19.83,2482678.5
20050124,4.04,14.48,5.63,7.25,9.09,11.51,19.83,2453968.0
20050121,3.99,14.41,5.68,7.17,9.09,11.51,19.83,2435578.5
20050120,3.91,14.25,5.36,6.91,9.09,11.51,19.83,2392682.5
20050119,3.99,14.3,5.42,6.86,9.09,11.51,19.83,2413015.0
20050118,4.03,14.18,5.44,6.8,9.09,11.51,19.83,2408973.0
20050117,3.97,14.4,5.4,6.91,9.09,11.51,19.83,2419100.0
20050114,4.06,14.54,5.63,7.36,9.09,11.51,19.83,2466799.0
20050113,4.08,14.6,5.56,7.36,9.09,11.51,19.83,2475420.0
20050112,4.1,14.51,5.62,7.48,9.09,11.51,19.83,2475853.5
20050111,4.14,14.41,5.65,7.55,9.09,11.51,19.83,2477638.5
20050110,4.13,14.16,5.72,7.49,9.09,11.51,19.83,2452216.0
20050107,4.09,14.18,5.76,7.41,9.09,11.51,19.83,2443853.0
20050106,4.08,14.21,5.78,7.44,9.09,11.51,19.83,2445638.5
20050105,4.09,14.14,5.76,7.61,9.09,11.51,19.83,2446259.0
20050104,4.05,14.21,5.66,7.72,9.09,11.51,19.83,2446268.5
20041231,4.08,14.36,5.81,7.86,9.09,11.51,19.83,2472106.0
20041230,4.21,14.23,5.79,7.76,9.09,11.51,19.83,2484075.5
20041229,4.23,14.15,5.85,7.8,9.09,11.51,19.83,2483007.5
20041228,4.23,14.03,5.81,7.99,9.09,11.51,19.83,2477405.5
20041227,4.25,13.68,5.8,8.15,9.09,11.51,19.83,2454768.0
20041224,4.28,13.57,5.86,8.18,9.09,11.51,19.83,2452774.5
20041223,4.33,13.52,5.95,8.18,9.09,11.51,19.83,2459802.0
20041222,4.42,13.63,6.09,8.43,9.09,11.51,19.83,2497635.5
20041221,4.35,13.34,5.89,8.34,9.09,11.51,19.83,2451789.0
20041220,4.35,13.39,6.01,8.4,9.09,11.51,19.83,2459641.5
20041217,4.3,13.83,6.08,8.53,9.09,11.51,19.83,2493635.5
20041216,4.29,13.86,6.02,8.45,9.09,11.51,19.83,2491081.0
20041215,4.34,13.95,6.16,8.39,9.09,11.51,19.83,2509537.5
20041214,4.28,13.77,6.33,8.37,9.09,11.51,19.83,2482554.5
20041213,4.27,14.0,6.25,8.38,9.09,11.51,19.83,2500410.0
20041210,4.33,14.46,6.36,8.5,9.09,11.51,19.83,2559191.0
20041209,4.4,14.57,6.41,8.69,9.09,11.51,19.83,2589914.5
20041208,4.36,14.49,6.37,8.49,9.09,11.51,19.83,2567926.5
20041207,4.35,14.48,6.35,8.49,9.09,11.51,19.83,2564698.0
20041206,4.43,14.5,6.24,8.64,9.09,11.51,19.83,2586125.0
20041203,4.42,14.4,6.31,8.65,9.09,11.51,19.83,2576280.0
20041202,4.38,14.11,6.54,8.53,9.09,11.51,19.83,2541333.5
20041201,4.35,14.41,6.69,8.61,9.09,11.51,19.83,2566428.5
20041130,4.38,14.62,6.64,8.59,9.09,11.51,19.83,2590257.0
20041129,4.38,14.45,6.68,8.65,9.09,11.51,19.83,2577302.5
20041126,4.45,14.53,6.9,8.79,9.09,11.51,19.83,2606040.5
20041125,4.47,14.69,6.91,8.84,9.09,11.51,19.83,2626186.5
20041124,4.53,14.63,6.76,8.79,9.09,11.51,19.83,2629765.5
20041123,4.51,15.0,6.85,8.85,9.09,11.51,19.83,2661840.0
20041122,4.54,14.92,6.78,9.03,9.09,11.51,19.83,2665352.0
20041119,4.49,15.11,6.64,9.14,9.09,11.51,19.83,2673553.5
20041118,4.42,15.4,6.69,9.07,9.09,11.51,19.83,2683670.0
20041117,4.35,15.0,6.56,8.99,9.09,11.51,19.83,2629150.0
20041116,4.41,15.1,6.65,9.08,9.09,11.51,19.83,2654425.0
20041115,4.43,15.3,6.77,9.18,9.09,11.51,19.83,2681095.0
20041112,4.39,15.25,6.84,9.16,9.09,11.51,19.83,2668632.5
20041111,4.4,15.64,6.92,8.81,9.09,11.51,19.83,2696284.0
20041110,4.44,15.94,7.01,8.98,9.09,11.51,19.83,2737789.0
20041109,4.32,15.5,6.7,8.7,9.09,11.51,19.83,2660985.0
20041108,4.38,15.35,6.55,8.42,9.09,11.51,19.83,2649577.5
20041105,4.37,15.35,6.66,8.43,9.09,11.51,19.83,2649237.5
20041104,4.29,14.99,6.9,8.55,9.09,11.51,19.83,2607051.5
20041103,4.34,15.51,6.78,8.71,9.09,11.51,19.83,2667363.5
20041102,4.25,15.34,6.71,8.5,9.09,11.51,19.83,2626249.0
20041101,4.19,15.88,6.81,8.41,9.09,11.51,19.83,2660948.0
20041029,4.26,16.55,7.01,8.65,9.09,11.51,19.83,2745437.5
20041028,4.37,16.67,7.26,8.89,9.09,11.51,19.83,2789439.5
20041027,4.36,16.54,7.18,8.63,9.09,11.51,19.83,2766849.0
20041026,4.3,16.49,7.05,8.48,9.09,11.51,19.83,2743746.5
20041025,4.23,16.3,6.88,8.22,9.09,11.51,19.83,2702175.0
20041022,4.25,16.51,6.28,8.46,9.09,11.51,19.83,2724583.5
20041021,4.26,15.83,5.98,8.18,9.09,11.51,19.83,2653255.5
20041020,4.39,15.83,5.98,8.55,9.09,11.51,19.83,2691265.5
20041019,4.45,15.96,5.92,8.63,9.09,11.51,19.83,2716986.0
20041018,4.43,15.8,5.95,8.71,9.09,11.51,19.83,2701260.0
20041015,4.45,16.14,6.17,8.72,9.09,11.51,19.83,2739109.0
20041014,4.46,16.09,6.22,8.65,9.09,11.51,19.83,2735236.5
20041013,4.7,16.57,6.24,8.99,9.09,11.51,19.83,2838504.5
20041012,4.69,16.21,6.13,8.91,9.09,11.51,19.83,2800258.5
20041011,4.8,16.86,6.25,9.23,9.09,11.51,19.83,2892591.0
20041008,4.77,17.23,6.29,9.62,9.09,11.51,19.83,2931845.5
20040930,4.67,16.53,6.23,9.35,9.09,11.51,19.83,2839370.5
20040929,4.78,15.94,6.53,9.58,9.09,11.51,19.83,2819929.0
20040928,4.88,16.27,6.51,9.68,9.09,11.51,19.83,2873019.5
20040927,4.85,15.15,6.64,9.66,9.09,11.51,19.83,2767267.5
20040924,4.92,14.97,6.89,9.65,9.09,11.51,19.83,2768534.5
20040923,5.18,15.39,7.14,9.6,9.09,11.51,19.83,2861841.5
20040922,4.72,14.33,6.79,9.39,9.09,11.51,19.83,2660530.5
20040921,4.9,14.67,6.96,9.35,9.09,11.51,19.83,2729349.5
20040920,5.01,14.79,7.08,9.58,9.09,11.51,19.83,2771361.5
20040917,4.85,14.7,6.59,9.58,9.09,11.51,19.83,2723785.0
20040916,4.7,14.47,6.25,9.07,9.09,11.51,19.83,2652349.5
20040915,4.67,14.35,6.21,9.05,9.09,11.51,19.83,2634237.5
20040914,4.47,14.15,5.86,8.76,9.09,11.51,19.83,2561617.5
20040913,4.36,13.99,5.59,8.59,9.09,11.51,19.83,2515861.5
20040910,4.4,14.0,5.67,8.76,9.09,11.51,19.83,2531180.0
20040909,4.4,13.98,5.89,8.64,9.09,11.51,19.83,2528643.0
20040908,4.49,14.04,6.19,8.68,9.09,11.51,19.83,2557764.0
20040907,4.55,14.02,6.23,8.8,9.09,11.51,19.83,2572507.0
20040906,4.55,14.01,6.35,8.71,9.09,11.51,19.83,2570468.5
20040903,4.54,13.96,6.22,8.71,9.09,11.51,19.83,2562216.0
20040902,4.47,14.04,6.2,8.8,9.09,11.51,19.83,2557354.0
20040901,4.43,13.71,6.18,8.82,9.09,11.51,19.83,2519763.5
20040831,4.48,13.99,6.24,9.04,9.09,11.51,19.83,2562651.5
20040830,4.42,13.8,6.18,8.96,9.09,11.51,19.83,2529980.0
20040827,4.42,13.56,6.18,9.03,9.09,11.51,19.83,2510516.0
20040826,4.44,13.49,6.21,9.1,9.09,11.51,19.83,2510856.5
20040825,4.48,13.4,6.22,9.11,9.09,11.51,19.83,2511480.0
20040824,4.49,13.47,6.35,9.12,9.09,11.51,19.83,2521829.5
20040823,4.38,13.49,6.29,9.05,9.09,11.51,19.83,2497976.5
20040820,4.39,13.57,6.39,9.15,9.09,11.51,19.83,2511534.5
20040819,4.37,13.61,6.33,9.08,9.09,11.51,19.83,2508108.5
20040818,4.51,13.58,6.63,9.1,9.09,11.51,19.83,2538893.0
20040817,4.54,13.45,6.68,9.1,9.09,11.51,19.83,2534072.5
20040816,4.52,13.49,6.56,9.0,9.09,11.51,19.83,2528966.5
20040813,4.58,13.41,6.66,9.05,9.09,11.51,19.83,2536998.5
20040812,4.55,13.6,6.68,9.09,9.09,11.51,19.83,2549320.0
20040811,4.62,13.73,6.77,9.09,9.09,11.51,19.83,2576660.5
20040810,4.68,14.04,6.86,9.09,9.09,11.51,19.83,2618104.0
20040809,4.59,14.0,7.05,9.15,9.09,11.51,19.83,2600150.0
20040806,4.61,13.98,7.3,9.17,9.09,11.51,19.83,2606343.0
20040805,4.67,13.87,7.23,9.16,9.09,11.51,19.83,2607669.5
20040804,4.66,13.99,7.32,9.3,9.09,11.51,19.83,2621751.5
20040803,4.55,13.73,7.27,9.05,9.09,11.51,19.83,2567470.5
20040802,4.57,14.04,7.27,8.99,9.09,11.51,19.83,2597664.0
20040730,4.66,14.07,7.33,9.1,9.09,11.51,19.83,2623069.5
20040729,4.74,14.1,7.38,9.21,9.09,11.51,19.83,2646275.0
20040728,4.73,14.07,7.23,9.01,9.09,11.51,19.83,2633559.5
20040727,4.64,14.2,7.24,8.9,9.09,11.51,19.83,2623440.0
20040726,4.7,13.96,7.39,8.95,9.09,11.51,19.83,2617746.0
20040723,4.77,14.1,7.5,9.04,9.09,11.51,19.83,2648945.0
20040722,4.8,13.7,7.48,9.0,9.09,11.51,19.83,2617755.0
20040721,4.9,14.15,7.52,9.08,9.09,11.51,19.83,2681807.5
20040720,4.91,14.21,7.6,9.04,9.09,11.51,19.83,2689108.5
20040719,5.02,14.2,7.83,9.12,9.09,11.51,19.83,2716370.0
20040716,5.04,14.08,8.02,9.09,9.09,11.51,19.83,2711298.0
20040715,4.9,14.0,7.86,8.78,9.09,11.51,19.83,2663750.0
20040714,4.89,13.62,7.52,8.48,9.09,11.51,19.83,2614117.0
20040713,4.97,13.55,7.5,8.55,9.09,11.51,19.83,2626227.5
20040712,4.96,13.59,7.54,8.59,9.09,11.51,19.83,2629471.5
20040709,5.06,13.7,7.74,9.18,9.09,11.51,19.83,2680355.0
20040708,5.1,13.66,7.97,9.35,9.09,11.51,19.83,2693131.0
20040707,5.13,13.6,7.95,9.3,9.09,11.51,19.83,2692190.0
20040706,5.2,13.61,7.92,9.49,9.09,11.51,19.83,2712888.5
20040705,5.2,13.54,7.8,9.5,9.09,11.51,19.83,2705339.0
20040702,5.24,13.32,7.8,9.65,9.09,11.51,19.83,2698352.0
20040701,5.15,13.35,7.62,9.6,9.09,11.51,19.83,2678577.5
20040630,4.99,13.18,7.49,9.17,9.09,11.51,19.83,2615593.0
20040629,5.06,12.89,7.58,9.22,9.09,11.51,19.83,2606696.5
20040628,5.05,12.76,7.21,9.11,9.09,11.51,19.83,2584836.0
20040625,5.12,13.0,7.36,9.09,9.09,11.51,19.83,2622240.0
20040624,5.17,13.2,7.4,9.19,9.09,11.51,19.83,2654080.0
20040623,5.26,13.34,7.53,9.4,9.09,11.51,19.83,2693279.0
20040622,5.25,13.11,9.02,9.57,9.09,11.51,19.83,2695013.5
20040621,5.22,13.35,8.96,9.52,9.09,11.51,19.83,2708087.5
20040618,5.14,13.2,8.97,9.51,9.09,11.51,19.83,2677880.0
20040617,5.18,13.18,9.09,10.16,9.09,11.51,19.83,2705423.0
20040616,5.29,13.48,9.0,10.36,9.09,11.51,19.83,2759978.0
20040615,5.31,13.25,9.01,10.15,9.09,11.51,19.83,2737282.5
20040614,5.24,13.11,9.05,10.05,9.09,11.51,19.83,2707733.5
20040611,5.38,13.44,9.1,10.15,9.09,11.51,19.83,2770014.0
20040610,5.31,13.4,9.18,10.07,9.09,11.51,19.83,2750570.0
20040609,5.39,13.19,9.18,10.0,9.09,11.51,19.83,2746161.5
20040608,5.5,13.2,9.31,10.06,9.09,11.51,19.83,2773320.0
20040607,5.56,13.61,9.4,10.15,9.09,11.51,19.83,2826448.5
20040604,5.63,13.69,9.49,10.32,9.09,11.51,19.83,2854396.5
20040603,5.67,13.87,9.31,10.41,9.09,11.51,19.83,2879209.5
20040602,5.68,13.83,9.39,10.56,9.09,11.51,19.83,2883225.5
20040601,5.75,14.0,9.47,10.72,9.09,11.51,19.83,2918830.0
20040531,5.7,13.88,9.47,10.5,9.09,11.51,19.83,2891098.0
20040528,5.67,14.05,9.5,10.35,9.09,11.51,19.83,2896052.5
20040527,5.74,14.11,9.52,10.4,9.09,11.51,19.83,2917693.5
20040526,5.65,14.11,9.38,10.1,9.09,11.51,19.83,2888243.5
20040525,5.67,13.88,9.33,9.96,9.09,11.51,19.83,2866868.0
20040524,5.76,13.78,9.5,10.15,9.09,11.51,19.83,2884423.0
20040521,5.83,13.93,9.46,10.21,9.09,11.51,19.83,2913670.5
20040520,5.89,14.03,9.39,10.13,9.09,11.51,19.83,2931765.5
20040519,5.84,14.06,9.47,10.1,9.09,11.51,19.83,2924251.0
20040518,5.92,13.98,9.4,10.01,9.09,11.51,19.83,2930013.0
20040517,5.78,13.9,9.33,10.19,9.09,11.51,19.83,2898335.0
20040514,5.9,13.86,9.37,10.35,9.09,11.51,19.83,2924901.0
20040513,5.89,13.92,9.45,10.35,9.09,11.51,19.83,2929262.0
20040512,5.85,13.78,9.38,10.72,9.09,11.51,19.83,2918593.0
20040511,5.66,13.54,9.43,10.32,9.09,11.51,19.83,2846349.0
20040510,5.67,13.45,9.51,10.34,9.09,11.51,19.83,2841972.5
20040430,5.78,13.84,9.69,10.52,9.09,11.51,19.83,2907524.0
20040429,5.8,13.34,9.69,10.23,9.09,11.51,19.83,2858039.0
20040428,5.96,13.94,9.85,10.71,9.09,11.51,19.83,2961549.0
20040426,6.09,14.31,9.85,10.97,9.09,11.51,19.83,3029503.5
20040423,6.16,14.27,10.04,10.79,9.09,11.51,19.83,3037469.5
20040422,6.32,14.23,10.05,10.77,9.09,11.51,19.83,3066525.5
20040421,6.28,14.59,9.97,10.75,9.09,11.51,19.83,3088951.5
20040420,6.25,14.92,10.06,11.36,9.09,11.51,19.83,3131862.0
20040419,6.25,14.96,9.8,11.48,9.09,11.51,19.83,3135676.0
20040416,6.28,14.87,10.29,11.63,9.09,11.51,19.83,3144669.5
20040415,6.26,14.79,10.46,11.29,9.09,11.51,19.83,3125351.5
20040414,6.31,14.76,10.78,11.39,9.09,11.51,19.83,3140166.0
20040413,6.41,14.94,11.3,11.64,9.09,11.51,19.83,3191299.0
20040412,6.49,14.65,11.48,11.61,9.09,11.51,19.83,3183242.5
20040409,6.47,14.54,11.24,11.74,9.09,11.51,19.83,3169999.0
20040408,6.6,14.68,11.05,12.1,9.09,11.51,19.83,3217818.0
20040407,6.71,14.84,11.06,12.21,9.09,11.51,19.83,3258394.0
20040406,6.78,14.93,11.05,11.99,9.09,11.51,19.83,3274240.5
20040405,6.75,15.01,11.04,11.82,9.09,11.51,19.83,3269988.5
20040402,6.75,14.45,11.05,11.85,9.09,11.51,19.83,3220702.5
20040401,6.53,14.14,10.95,11.36,9.09,11.51,19.83,3131309.0
20040331,6.36,14.24,10.82,11.05,9.09,11.51,19.83,3094114.0
20040330,6.3,14.35,10.9,11.19,9.09,11.51,19.83,3096817.5
20040329,6.23,14.3,10.8,11.19,9.09,11.51,19.83,3076535.0
20040326,6.38,14.58,10.9,11.24,9.09,11.51,19.83,3135543.0
20040325,6.4,14.8,11.1,10.99,9.09,11.51,19.83,3154550.0
20040324,6.44,14.5,10.97,10.74,9.09,11.51,19.83,3126685.0
20040323,6.44,14.4,10.98,10.9,9.09,11.51,19.83,3122630.0
20040322,6.43,14.26,11.15,10.94,9.09,11.51,19.83,3111391.0
20040319,6.45,14.28,11.23,10.6,9.09,11.51,19.83,3108168.0
20040318,6.39,14.0,11.27,10.37,9.09,11.51,19.83,3064210.0
20040317,6.43,14.19,11.43,10.69,9.09,11.51,19.83,3101241.5
20040316,6.35,14.35,11.01,10.45,9.09,11.51,19.83,3086397.5
20040315,6.37,14.49,11.11,10.41,9.09,11.51,19.83,3103216.5
20040312,6.29,13.94,11.17,10.31,9.09,11.51,19.83,3035019.0
20040311,6.38,13.97,11.17,10.04,9.09,11.51,19.83,3048244.5
20040310,6.32,14.0,10.97,9.8,9.09,11.51,19.83,3028720.0
20040309,6.16,13.78,10.82,9.52,9.09,11.51,19.83,2965483.0
20040308,6.21,13.79,11.17,9.58,9.09,11.51,19.83,2983081.5
20040305,6.36,14.05,11.24,9.7,9.09,11.51,19.83,3042002.5
20040304,6.43,14.0,11.11,9.63,9.09,11.51,19.83,3048210.0
20040303,6.45,14.15,10.81,9.41,9.09,11.51,19.83,3055327.5
20040302,6.59,14.22,11.02,9.4,9.09,11.51,19.83,3093027.0
20040301,6.68,14.38,10.81,9.57,9.09,11.51,19.83,3128403.0
20040227,6.64,14.01,10.66,9.58,9.09,11.51,19.83,3085228.5
20040226,6.58,13.64,10.68,9.37,9.09,11.51,19.83,3033524.0
20040225,6.54,13.34,10.58,9.4,9.09,11.51,19.83,2997889.0
20040224,6.62,13.32,10.7,9.72,9.09,11.51,19.83,3023812.0
20040223,6.65,13.16,10.91,9.76,9.09,11.51,19.83,3019576.0
20040220,6.85,13.45,11.11,10.1,9.09,11.51,19.83,3099832.5
20040219,6.74,13.29,10.86,9.85,9.09,11.51,19.83,3051936.5
20040218,6.58,13.49,10.98,9.64,9.09,11.51,19.83,3032046.5
20040217,6.61,13.61,10.61,9.67,9.09,11.51,19.83,3045128.5
20040216,6.56,13.6,10.6,9.71,9.09,11.51,19.83,3034950.0
20040213,6.46,13.23,10.3,9.59,9.09,11.51,19.83,2973505.5
20040212,6.56,13.01,10.4,9.84,9.09,11.51,19.83,2983238.5
20040211,6.62,12.86,10.53,9.71,9.09,11.51,19.83,2979971.0
20040210,6.7,12.97,10.73,9.84,9.09,11.51,19.83,3012914.5
20040209,6.63,13.04,10.34,9.71,9.09,11.51,19.83,2995744.0
20040206,6.52,13.06,10.48,9.33,9.09,11.51,19.83,2965191.0
20040205,6.65,13.35,10.57,9.3,9.09,11.51,19.83,3018427.5
20040204,6.56,13.3,10.6,9.36,9.09,11.51,19.83,2997495.0
20040203,6.46,13.45,10.28,9.02,9.09,11.51,19.83,2975912.5
20040202,6.4,13.24,10.47,9.01,9.09,11.51,19.83,2946794.0
20040130,6.4,12.6,10.36,8.84,9.09,11.51,19.83,2882760.0
20040129,6.59,12.72,9.97,9.21,9.09,11.51,19.83,2938902.0
20040116,6.4,12.35,10.08,9.17,9.09,11.51,19.83,2866557.5
20040115,6.32,12.22,10.29,9.14,9.09,11.51,19.83,2840147.0
20040114,6.37,12.33,9.98,9.07,9.09,11.51,19.83,2854250.5
20040113,6.25,12.19,9.71,9.18,9.09,11.51,19.83,2816621.5
20040112,6.03,12.29,9.66,9.35,9.09,11.51,19.83,2784516.5
20040109,5.96,12.26,9.68,9.22,9.09,11.51,19.83,2763691.0
20040108,6.11,12.53,9.9,9.64,9.09,11.51,19.83,2834460.5
20040107,6.03,12.33,9.48,9.67,9.09,11.51,19.83,2795370.5
20040106,6.06,12.35,9.6,9.46,9.09,11.51,19.83,2798637.5
20040105,5.83,12.36,9.29,9.5,9.09,11.51,19.83,2749096.0
20040102,5.91,11.95,9.48,9.26,9.09,11.51,19.83,2724087.5
